"category","subcategory","title","file_name","extension","suffix","applications","visibility","keywords","first_comment","relative_path","source_path","size_bytes","line_count"
"Matching Circuits","","Model","Model.fmmx","fmmx","","","","","","Matching Circuits\Model.fmmx","D:\CST\Library\Macros\Matching Circuits\Model.fmmx","515","1"
"Matching Circuits","","PP","PP.fmmx","fmmx","","","","","","Matching Circuits\PP.fmmx","D:\CST\Library\Macros\Matching Circuits\PP.fmmx","515","1"
"Materials","","Analytical_BH_ParameterDescription","Analytical_BH_ParameterDescription.bmp","bmp","","","","","","Materials\Analytical_BH_ParameterDescription.bmp","D:\CST\Library\Macros\Materials\Analytical_BH_ParameterDescription.bmp","452358","307"
"Materials","","Create Analytical Soft-Magnetic B(H)","Create Analytical Soft-Magnetic B(H)^+EMS.mcr","mcr","+EMS","EMS","menu-visible","Arc;Boolean;Curve;Material;Port","#Language ""WWB-COM""","Materials\Create Analytical Soft-Magnetic B(H)^+EMS.mcr","D:\CST\Library\Macros\Materials\Create Analytical Soft-Magnetic B(H)^+EMS.mcr","9013","229"
"Materials","","Create Cole-Cole Model Material","Create Cole-Cole Model Material^+MWS+PS.mcr","mcr","+MWS+PS","MWS;PS","menu-visible","Boolean;Material;Port;Solver;Wire","CreateColeColeMaterial","Materials\Create Cole-Cole Model Material^+MWS+PS.mcr","D:\CST\Library\Macros\Materials\Create Cole-Cole Model Material^+MWS+PS.mcr","39056","733"
"Materials","","Create Drude Material for Optical Applications - Help","Create Drude Material for Optical Applications - Help.ppt","ppt","","","","Material","","Materials\Create Drude Material for Optical Applications - Help.ppt","D:\CST\Library\Macros\Materials\Create Drude Material for Optical Applications - Help.ppt","105984","244"
"Materials","","Create Drude Material for Optical Applications","Create Drude Material for Optical Applications^+MWS+PS.mcr","mcr","+MWS+PS","MWS;PS","menu-visible","Material","*Calculate / Calculate Drude Parameter for Optical Applications","Materials\Create Drude Material for Optical Applications^+MWS+PS.mcr","D:\CST\Library\Macros\Materials\Create Drude Material for Optical Applications^+MWS+PS.mcr","9998","253"
"Materials","","Create Drude Material for Plasma Applications","Create Drude Material for Plasma Applications^+MWS+PS.mcr","mcr","+MWS+PS","MWS;PS","menu-visible","Boolean;Material;Port","This macro calculates the parameters to set up a Drude material from Gas type and pressure","Materials\Create Drude Material for Plasma Applications^+MWS+PS.mcr","D:\CST\Library\Macros\Materials\Create Drude Material for Plasma Applications^+MWS+PS.mcr","7377","163"
"Materials","","Create Full Tensor Material","Create Full Tensor Material^+MWS.mcr","mcr","+MWS","MWS","menu-visible","Boolean;Material;Port;WCS","Create Full Tensor Material, a GUI frontend for the existing VBA commands","Materials\Create Full Tensor Material^+MWS.mcr","D:\CST\Library\Macros\Materials\Create Full Tensor Material^+MWS.mcr","20809","440"
"Materials","","Create General nth Order Material","Create General nth Order Material^+MWS+PS.mcs","mcs","+MWS+PS","MWS;PS","menu-visible","Boolean;Component;Material","#Language ""WWB-COM""","Materials\Create General nth Order Material^+MWS+PS.mcs","D:\CST\Library\Macros\Materials\Create General nth Order Material^+MWS+PS.mcs","10554","253"
"Materials","","Create Graphene Material for Optical Applications","Create Graphene Material for Optical Applications^+MWS+PS.mcr","mcr","+MWS+PS","MWS;PS","menu-visible","Material;Mesh;Result1D;Result1DComplex","#Language ""WWB-COM""","Materials\Create Graphene Material for Optical Applications^+MWS+PS.mcr","D:\CST\Library\Macros\Materials\Create Graphene Material for Optical Applications^+MWS+PS.mcr","19987","279"
"Materials","","Create Spatially Varying Material for Optical Applications","Create Spatially Varying Material for Optical Applications^+MWS.mcr","mcr","+MWS","MWS","menu-visible","Boolean;Material;Port","#Language ""WWB-COM""","Materials\Create Spatially Varying Material for Optical Applications^+MWS.mcr","D:\CST\Library\Macros\Materials\Create Spatially Varying Material for Optical Applications^+MWS.mcr","8137","142"
"Materials","","Create Spatially Varying Material from Analytical Formula","Create Spatially Varying Material from Analytical Formula^-DS.mcr","mcr","-DS","DS","hidden/internal","Boolean;Export;Import;Material;Mesh;Port","#Language ""WWB-COM""","Materials\Create Spatially Varying Material from Analytical Formula^-DS.mcr","D:\CST\Library\Macros\Materials\Create Spatially Varying Material from Analytical Formula^-DS.mcr","16221","358"
"Materials","","Create Tabulated Surface Impedance Material","Create Tabulated Surface Impedance Material^+MWS+PS.mcr","mcr","+MWS+PS","MWS;PS","menu-visible","Boolean;Material;Port;Result1D;Result1DComplex;ResultTree;Solver;Sphere;Transform","","Materials\Create Tabulated Surface Impedance Material^+MWS+PS.mcr","D:\CST\Library\Macros\Materials\Create Tabulated Surface Impedance Material^+MWS+PS.mcr","57855","1188"
"Materials","","Deactivate Setting Overwrite Material Color","Deactivate Setting Overwrite Material Color^-DS.mcr","mcr","-DS","DS","hidden/internal","Arc;Boolean;Component;Material;Resulttree;Solid","#Language ""WWB-COM""","Materials\Deactivate Setting Overwrite Material Color^-DS.mcr","D:\CST\Library\Macros\Materials\Deactivate Setting Overwrite Material Color^-DS.mcr","31300","610"
"Materials","","Define Human Material Properties","Define Human Material Properties^-DS.mcs","mcs","-DS","DS","hidden/internal","Arc;Boolean;Material;Port;Solver","Frequency Dependent Biological Parameters","Materials\Define Human Material Properties^-DS.mcs","D:\CST\Library\Macros\Materials\Define Human Material Properties^-DS.mcs","30319","680"
"Materials","","Extract complex permittivity from measured S-Parameters (broadband)","Extract complex permittivity from measured S-Parameters (broadband)^+MWS.mcr","mcr","+MWS","MWS","menu-visible","","","Materials\Extract complex permittivity from measured S-Parameters (broadband)^+MWS.mcr","D:\CST\Library\Macros\Materials\Extract complex permittivity from measured S-Parameters (broadband)^+MWS.mcr","405958","5509"
"Materials","","Import Biological Tissue Properties","Import Biological Tissue Properties^-DS.mcr","mcr","-DS","DS","hidden/internal","","","Materials\Import Biological Tissue Properties^-DS.mcr","D:\CST\Library\Macros\Materials\Import Biological Tissue Properties^-DS.mcr","151552","1502"
"Materials","","Import Composites from 3DEXPERIENCE","Import Composites from 3DEXPERIENCE^-DS.mcr","mcr","-DS","DS","hidden/internal","Import;Port","Import Composites from 3DEXPERIENCE","Materials\Import Composites from 3DEXPERIENCE^-DS.mcr","D:\CST\Library\Macros\Materials\Import Composites from 3DEXPERIENCE^-DS.mcr","88","6"
"Materials","","Import CSV Data from refractiveindex.info","Import CSV Data from refractiveindex.info^+MWS+PS.mcr","mcr","+MWS+PS","MWS;PS","menu-visible","Boundary;Import;Material;Port;Solver","#Language ""WWB-COM""","Materials\Import CSV Data from refractiveindex.info^+MWS+PS.mcr","D:\CST\Library\Macros\Materials\Import CSV Data from refractiveindex.info^+MWS+PS.mcr","10341","254"
"Materials","","pole_1storder","pole_1storder.BMP","BMP","","","","","","Materials\pole_1storder.BMP","D:\CST\Library\Macros\Materials\pole_1storder.BMP","6230","2"
"Materials","","pole_2ndorder","pole_2ndorder.BMP","BMP","","","","","","Materials\pole_2ndorder.BMP","D:\CST\Library\Macros\Materials\pole_2ndorder.BMP","6230","3"
"Materials","","TabSI_OneSidedCoating","TabSI_OneSidedCoating.BMP","BMP","","","","","","Materials\TabSI_OneSidedCoating.BMP","D:\CST\Library\Macros\Materials\TabSI_OneSidedCoating.BMP","435134","151"
"Materials","","TabSI_SingleLayer","TabSI_SingleLayer.BMP","BMP","","","","","","Materials\TabSI_SingleLayer.BMP","D:\CST\Library\Macros\Materials\TabSI_SingleLayer.BMP","435398","150"
"Materials","","TabSI_TwoSidedCoating","TabSI_TwoSidedCoating.BMP","BMP","","","","","","Materials\TabSI_TwoSidedCoating.BMP","D:\CST\Library\Macros\Materials\TabSI_TwoSidedCoating.BMP","975990","386"
"Parameters","","Copy Local Block Parameters to Global Parameter List","Copy Local Block Parameters to Global Parameter List^+DS.mcr","mcr","+DS","DS","menu-visible","Boolean;Import;Port;StoreParameter","------------------------------------------------------------------------------------------------","Parameters\Copy Local Block Parameters to Global Parameter List^+DS.mcr","D:\CST\Library\Macros\Parameters\Copy Local Block Parameters to Global Parameter List^+DS.mcr","6941","166"
"Parameters","","Create Parameters to consider solids for simulation","Create Parameters to consider solids for simulation^-DS.mcr","mcr","-DS","DS","hidden/internal","Boolean;Component;Material;Mesh;ParameterSweep;Solid","Create Parameters for switching on-off selected solids","Parameters\Create Parameters to consider solids for simulation^-DS.mcr","D:\CST\Library\Macros\Parameters\Create Parameters to consider solids for simulation^-DS.mcr","5347","119"
"Parameters","","Keep mesh on parameter change","Keep mesh on parameter change^-DS.mcr","mcr","-DS","DS","hidden/internal","Boolean;Mesh","#include ""vba_globals_all.lib""","Parameters\Keep mesh on parameter change^-DS.mcr","D:\CST\Library\Macros\Parameters\Keep mesh on parameter change^-DS.mcr","3266","98"
"Report and Graphics","","Convert BMPs to Animated GIF","Convert BMPs to Animated GIF.mcr","mcr","","","","","#Language ""WWB-COM""","Report and Graphics\Convert BMPs to Animated GIF.mcr","D:\CST\Library\Macros\Report and Graphics\Convert BMPs to Animated GIF.mcr","1106","28"
"Report and Graphics","","PowerPoint Presentation","PowerPoint Presentation^-DS.mcr","mcr","-DS","DS","hidden/internal","Arc;Boolean;Component;Export;Mesh;Port;ResultTree;Solid;Solver;S-Parameter;WCS","*Report / PowerPoint Presentation","Report and Graphics\PowerPoint Presentation^-DS.mcr","D:\CST\Library\Macros\Report and Graphics\PowerPoint Presentation^-DS.mcr","33720","745"
"Report and Graphics","","PowerPoint Slide","PowerPoint Slide^+DS.mcr","mcr","+DS","DS","menu-visible","Arc;Boolean;Export;Port;Solid","*Report / PowerPoint Slide","Report and Graphics\PowerPoint Slide^+DS.mcr","D:\CST\Library\Macros\Report and Graphics\PowerPoint Slide^+DS.mcr","24210","513"
"Report and Graphics","","PowerPoint Slide","PowerPoint Slide^-DS.mcr","mcr","-DS","DS","hidden/internal","Arc;Boolean;Export;Mesh;Port;Solid;Wire","*Report / PowerPoint Slide","Report and Graphics\PowerPoint Slide^-DS.mcr","D:\CST\Library\Macros\Report and Graphics\PowerPoint Slide^-DS.mcr","26487","583"
"Report and Graphics","","Save Image","Save Image^-DS.mcr","mcr","-DS","DS","hidden/internal","Arc;Boolean;Export;Port","*Graphics / Save Image","Report and Graphics\Save Image^-DS.mcr","D:\CST\Library\Macros\Report and Graphics\Save Image^-DS.mcr","12538","272"
"Report and Graphics","","Save Video - Broadband Farfield","Save Video - Broadband Farfield^+MWS.mcr","mcr","+MWS","MWS","menu-visible","Arc;Boolean;Export;Farfield;Monitor;Port;Solver","*Graphics / Save Broadband Farfield Video","Report and Graphics\Save Video - Broadband Farfield^+MWS.mcr","D:\CST\Library\Macros\Report and Graphics\Save Video - Broadband Farfield^+MWS.mcr","18776","401"
"Report and Graphics","","Save Video - Hotspot","Save Video - Hotspot^+MWS.mcr","mcr","+MWS","MWS","menu-visible","Boolean;Export;Monitor;Port;Resulttree","#Language ""WWB-COM""","Report and Graphics\Save Video - Hotspot^+MWS.mcr","D:\CST\Library\Macros\Report and Graphics\Save Video - Hotspot^+MWS.mcr","16568","377"
"Report and Graphics","","Save Video","Save Video^-DS.mcr","mcr","-DS","DS","hidden/internal","Arc;Boolean;Curve;Export;Monitor;Port;Result1D;Result1DComplex;ResultTree;StoreParameter","","Report and Graphics\Save Video^-DS.mcr","D:\CST\Library\Macros\Report and Graphics\Save Video^-DS.mcr","37682","834"
"Report and Graphics","","Word Report","Word Report^-DS.mcr","mcr","-DS","DS","hidden/internal","Port;Result1D;Result1DComplex;ResultTree;S-Parameter","*Report / Word Report","Report and Graphics\Word Report^-DS.mcr","D:\CST\Library\Macros\Report and Graphics\Word Report^-DS.mcr","5138","162"
"Report and Graphics","","WordReport","WordReport.cls","cls","","","","Component;Export;Port","","Report and Graphics\WordReport.cls","D:\CST\Library\Macros\Report and Graphics\WordReport.cls","6530","237"
"Results","- Import and Export","Export Additional Settings to Luceda IPKISS","Export Additional Settings to Luceda IPKISS.mcr","mcr","","","","Boolean;Export;Import;Port","#Language ""WWB-COM""","Results\- Import and Export\Export Additional Settings to Luceda IPKISS.mcr","D:\CST\Library\Macros\Results\- Import and Export\Export Additional Settings to Luceda IPKISS.mcr","3385","77"
"Results","- Import and Export","Export Dumped Particles from Trajecory Plot","Export Dumped Particles from Trajecory Plot^+PS.mcr","mcr","+PS","PS","menu-visible","Export;Port","#include ""vba_globals_all.lib""","Results\- Import and Export\Export Dumped Particles from Trajecory Plot^+PS.mcr","D:\CST\Library\Macros\Results\- Import and Export\Export Dumped Particles from Trajecory Plot^+PS.mcr","2623","71"
"Results","- Import and Export","Export Farfield in GRASP format","Export Farfield in GRASP format^+MWS.mcr","mcr","+MWS","MWS","menu-visible","Boolean;Component;Export;Farfield;Monitor;Port;Resulttree","*Farfield / GRASP feed file export","Results\- Import and Export\Export Farfield in GRASP format^+MWS.mcr","D:\CST\Library\Macros\Results\- Import and Export\Export Farfield in GRASP format^+MWS.mcr","20305","550"
"Results","- Import and Export","Export Fields to SPARK3D","Export Fields to SPARK3D^+MWS.mcr","mcr","+MWS","MWS","menu-visible","Export;Import;Port","ExportToSpark3D","Results\- Import and Export\Export Fields to SPARK3D^+MWS.mcr","D:\CST\Library\Macros\Results\- Import and Export\Export Fields to SPARK3D^+MWS.mcr","362","8"
"Results","- Import and Export","Export FSM data file to NFS format","Export FSM data file to NFS format^+MWS.mcr","mcr","+MWS","MWS","menu-visible","Boolean;Export;Monitor;Port","================================================================================================","Results\- Import and Export\Export FSM data file to NFS format^+MWS.mcr","D:\CST\Library\Macros\Results\- Import and Export\Export FSM data file to NFS format^+MWS.mcr","4329","143"
"Results","- Import and Export","Export MDIF File (for AWR and ADS)","Export MDIF File (for AWR and ADS)^+MWS.mcr","mcr","+MWS","MWS","menu-visible","Boolean;Export;Port;Result1D;Resulttree;Solver;S-Parameter;Touchstone","This macro builds an mdif file in AWR or ADS format CST S-Parameter parametric results or tables","Results\- Import and Export\Export MDIF File (for AWR and ADS)^+MWS.mcr","D:\CST\Library\Macros\Results\- Import and Export\Export MDIF File (for AWR and ADS)^+MWS.mcr","28767","702"
"Results","- Import and Export","Export of selective Particle Data","Export of selective Particle Data^+PS.mcr","mcr","+PS","PS","menu-visible","ASCIIExport;Boolean;Component;Export;Monitor;Port;Resulttree","#Language ""WWB-COM""","Results\- Import and Export\Export of selective Particle Data^+PS.mcr","D:\CST\Library\Macros\Results\- Import and Export\Export of selective Particle Data^+PS.mcr","14520","466"
"Results","- Import and Export","Export S-Parameters to Modelica","Export S-Parameters to Modelica^+MWS+DS.mcr","mcr","+MWS+DS","DS;MWS","menu-visible","Boolean;Export;Import;Port;S-Parameter","-----------------------------------------------------------------------------------------------------------------------------","Results\- Import and Export\Export S-Parameters to Modelica^+MWS+DS.mcr","D:\CST\Library\Macros\Results\- Import and Export\Export S-Parameters to Modelica^+MWS+DS.mcr","6102","200"
"Results","- Import and Export","Export to EMIT","Export to EMIT^+MWS.mcr","mcr","+MWS","MWS","menu-visible","ASCIIExport;Boolean;Component;DiscretePort;Export;Farfield;Mesh;Monitor;Port;Resulttree;Solid;Solver;Touchstone","Export results for EMIT","Results\- Import and Export\Export to EMIT^+MWS.mcr","D:\CST\Library\Macros\Results\- Import and Export\Export to EMIT^+MWS.mcr","12298","350"
"Results","- Import and Export","Export to SAVANT","Export to SAVANT^+MWS.mcr","mcr","+MWS","MWS","menu-visible","ASCIIExport;Boolean;Boundary;Component;Curve;Export;Farfield;Import;Material;Monitor;Port;Result1D;Result1DComplex;Resulttree;Solid;Solver;Transform;WCS;Wire","================================================================================================","Results\- Import and Export\Export to SAVANT^+MWS.mcr","D:\CST\Library\Macros\Results\- Import and Export\Export to SAVANT^+MWS.mcr","61702","1799"
"Results","- Import and Export","Export to TRXV5 format (MVG)","Export to TRXV5 format (MVG)^+MWS.mcr","mcr","+MWS","MWS","menu-visible","Boolean;Component;Export;Farfield;Monitor;Port;Resulttree","----------------------------------------------------------------------------------------------------","Results\- Import and Export\Export to TRXV5 format (MVG)^+MWS.mcr","D:\CST\Library\Macros\Results\- Import and Export\Export to TRXV5 format (MVG)^+MWS.mcr","42226","1037"
"Results","- Import and Export","Export Unitcell S-Parameters for Thin panel Material","Export Unitcell S-Parameters for Thin panel Material^+MWS.mcr","mcr","+MWS","MWS","menu-visible","Boolean;Export;Import;Material;ParameterSweep;Port;Resulttree;Solver;S-Parameter","#Language ""WWB-COM""","Results\- Import and Export\Export Unitcell S-Parameters for Thin panel Material^+MWS.mcr","D:\CST\Library\Macros\Results\- Import and Export\Export Unitcell S-Parameters for Thin panel Material^+MWS.mcr","20957","583"
"Results","- Import and Export","Import 3D Field Result or Farfield","Import 3D Field Result or Farfield^-DS.mcr","mcr","-DS","DS","hidden/internal","Boolean;Farfield;Import;Mesh;Monitor;Port;ResultTree","#Language ""WWB-COM""","Results\- Import and Export\Import 3D Field Result or Farfield^-DS.mcr","D:\CST\Library\Macros\Results\- Import and Export\Import 3D Field Result or Farfield^-DS.mcr","7475","206"
"Results","- Import and Export","Import Farfield from FEKO","Import Farfield from FEKO^+MWS.mcr","mcr","+MWS","MWS","menu-visible","Boolean;Export;Farfield;Port","The macro allows to convert the farfield data from FEKO (.ffe format) to CST (.ffs format)","Results\- Import and Export\Import Farfield from FEKO^+MWS.mcr","D:\CST\Library\Macros\Results\- Import and Export\Import Farfield from FEKO^+MWS.mcr","9280","276"
"Results","- Import and Export","Import Farfield from HFSS","Import Farfield from HFSS^+MWS.mcr","mcr","+MWS","MWS","menu-visible","Boolean;Export;Farfield;Port","The macro allows to convert the farfield data from HFSS (.ffd format) to CST (.ffs format)","Results\- Import and Export\Import Farfield from HFSS^+MWS.mcr","D:\CST\Library\Macros\Results\- Import and Export\Import Farfield from HFSS^+MWS.mcr","10474","320"
"Results","- Import and Export","Import Touchstone File","Import Touchstone File^+MWS+DS.mcr","mcr","+MWS+DS","DS;MWS","menu-visible","Arc;Boolean;Import;Port;Result1D;Result1DComplex;Resulttree;S-Parameter;Touchstone","This macro imports S parameters from Touchstone files and adds them as 1D results to the navigation tree","Results\- Import and Export\Import Touchstone File^+MWS+DS.mcr","D:\CST\Library\Macros\Results\- Import and Export\Import Touchstone File^+MWS+DS.mcr","14997","340"
"Results","- Import and Export","LF - Export Impedance Matrix as Z-Touchstone","LF - Export Impedance Matrix as Z-Touchstone^+EMS.mcr","mcr","+EMS","EMS","menu-visible","Boolean;Export;Port;Result1D;Result1DComplex;ResultTree;Solid;Solver;Touchstone","This macro exports the impedance matrix calculated with the LF-FD-solver","Results\- Import and Export\LF - Export Impedance Matrix as Z-Touchstone^+EMS.mcr","D:\CST\Library\Macros\Results\- Import and Export\LF - Export Impedance Matrix as Z-Touchstone^+EMS.mcr","6664","175"
"Results","- Import and Export","luceda_logo","luceda_logo.bmp","bmp","","","","","","Results\- Import and Export\luceda_logo.bmp","D:\CST\Library\Macros\Results\- Import and Export\luceda_logo.bmp","447486","5"
"Results","- Import and Export","WriteModelicaFile","WriteModelicaFile.py","py","","","","Import;Port;Solid;S-Parameter;Transform","","Results\- Import and Export\WriteModelicaFile.py","D:\CST\Library\Macros\Results\- Import and Export\WriteModelicaFile.py","13815","344"
"Results","1D Results","Measure Resonances and Q-values from frq-data","Measure Resonances and Q-values from frq-data^+MWS.mcs","mcs","+MWS","MWS","menu-visible","Arc;Boolean;Curve;Farfield;Monitor;Result1D;Result1DComplex;S-Parameter","Results / Measure Resonances and Q-values from frq-data","Results\1D Results\Measure Resonances and Q-values from frq-data^+MWS.mcs","D:\CST\Library\Macros\Results\1D Results\Measure Resonances and Q-values from frq-data^+MWS.mcs","30295","784"
"Results","1D Results","Recalculate S-Parameter with new Frq-Sampling","Recalculate S-Parameter with new Frq-Sampling^+MWS.mcr","mcr","+MWS","MWS","menu-visible","Component;Port;Result1D;Result1DComplex;Solver;S-Parameter","*Results / Recalculate S-Parameter with new Frq-Sampling","Results\1D Results\Recalculate S-Parameter with new Frq-Sampling^+MWS.mcr","D:\CST\Library\Macros\Results\1D Results\Recalculate S-Parameter with new Frq-Sampling^+MWS.mcr","6733","202"
"Results","2D 3D Results","3D Plot Max-Field xyz-Position","3D Plot Max-Field xyz-Position^-DS.mcr","mcr","-DS","DS","hidden/internal","Component;Mesh;Pick;WCS;Wire","*Graphics / 3D Plot Max-Field xyz-Position","Results\2D 3D Results\3D Plot Max-Field xyz-Position^-DS.mcr","D:\CST\Library\Macros\Results\2D 3D Results\3D Plot Max-Field xyz-Position^-DS.mcr","1756","49"
"Results","2D 3D Results","Draw Grid on 2D Plot","Draw Grid on 2D Plot^-DS.mcr","mcr","-DS","DS","hidden/internal","Boolean;Boundary;Pick;WCS","-------------------------------------------------","Results\2D 3D Results\Draw Grid on 2D Plot^-DS.mcr","D:\CST\Library\Macros\Results\2D 3D Results\Draw Grid on 2D Plot^-DS.mcr","11390","346"
"Results","2D 3D Results","Line-Integration of Electric Fields (incl. Transit Time Factor)","Line-Integration of Electric Fields (incl. Transit Time Factor)^+MWS+PS.mcr","mcr","+MWS+PS","MWS;PS","menu-visible","Boolean;Curve;Mesh;Pick","*Results / Evaluate Fields on Curves / Line-Integration of Electric Fields (incl. Transit Time Factor)","Results\2D 3D Results\Line-Integration of Electric Fields (incl. Transit Time Factor)^+MWS+PS.mcr","D:\CST\Library\Macros\Results\2D 3D Results\Line-Integration of Electric Fields (incl. Transit Time Factor)^+MWS+PS.mcr","12578","293"
"Results","2D 3D Results","Plot Averaging Volume for maximum SAR value","Plot Averaging Volume for maximum SAR value^+MWS+EMS.mcr","mcr","+MWS+EMS","EMS;MWS","menu-visible","Component;Pick;Resulttree;WCS;Wire","#include ""vba_globals_all.lib""","Results\2D 3D Results\Plot Averaging Volume for maximum SAR value^+MWS+EMS.mcr","D:\CST\Library\Macros\Results\2D 3D Results\Plot Averaging Volume for maximum SAR value^+MWS+EMS.mcr","3740","119"
"Results","2D 3D Results","Plot I-Solver or M-Solver Result on 2D Plane","Plot I-Solver or M-Solver Result on 2D Plane^+MWS.mcr","mcr","+MWS","MWS","menu-visible","Boolean;Boundary;Component;Mesh;Port;ResultTree;Solid;Solver","#include ""vba_globals_all.lib""","Results\2D 3D Results\Plot I-Solver or M-Solver Result on 2D Plane^+MWS.mcr","D:\CST\Library\Macros\Results\2D 3D Results\Plot I-Solver or M-Solver Result on 2D Plane^+MWS.mcr","17751","513"
"Results","EMC","Calculate Broadband EMC-norm","Calculate Broadband EMC-norm^+MWS.mcr","mcr","+MWS","MWS","menu-visible","Boolean;Curve;Farfield;Monitor;Result1D;Resulttree;Solver;S-Parameter","*EMC / Calculate Broadband EMC-norm","Results\EMC\Calculate Broadband EMC-norm^+MWS.mcr","D:\CST\Library\Macros\Results\EMC\Calculate Broadband EMC-norm^+MWS.mcr","13196","406"
"Results","EMC","Define Probes in 2D plane or 3D volume","Define Probes in 2D plane or 3D volume^+MWS.mcr","mcr","+MWS","MWS","menu-visible","Boolean;Farfield;ResultTree","#Language ""WWB-COM""","Results\EMC\Define Probes in 2D plane or 3D volume^+MWS.mcr","D:\CST\Library\Macros\Results\EMC\Define Probes in 2D plane or 3D volume^+MWS.mcr","46096","1212"
"Results","EMC","Determine Plot Peaks","Determine Plot Peaks^+MWS+DS.mcr","mcr","+MWS+DS","DS;MWS","menu-visible","Arc;Boolean;Curve;Port;ResultTree","Option Explicit not possible, since tricky constructions below...","Results\EMC\Determine Plot Peaks^+MWS+DS.mcr","D:\CST\Library\Macros\Results\EMC\Determine Plot Peaks^+MWS+DS.mcr","22824","595"
"Results","EMC","Peak Field Values from Probes","Peak Field Values from Probes^+MWS.mcr","mcr","+MWS","MWS","menu-visible","","#Language ""WWB-COM""","Results\EMC\Peak Field Values from Probes^+MWS.mcr","D:\CST\Library\Macros\Results\EMC\Peak Field Values from Probes^+MWS.mcr","823","19"
"Results","EMC","Renorm Probes+Voltages to EMC-frequency source","Renorm Probes+Voltages to EMC-frequency source^+MWS.mcr","mcr","+MWS","MWS","menu-visible","Arc;Curve;Import;Monitor;Port;Result1D;Result1DComplex;Resulttree","*EMC / Renorm Probes+Voltages to EMC-frequency source","Results\EMC\Renorm Probes+Voltages to EMC-frequency source^+MWS.mcr","D:\CST\Library\Macros\Results\EMC\Renorm Probes+Voltages to EMC-frequency source^+MWS.mcr","11740","328"
"Results","Eye Diagram, TDR, etc","CST_Compatibilty_Settings_DS","CST_Compatibilty_Settings_DS.lib","lib","","","","Resulttree;Solver","=============","Results\Eye Diagram, TDR, etc\CST_Compatibilty_Settings_DS.lib","D:\CST\Library\Macros\Results\Eye Diagram, TDR, etc\CST_Compatibilty_Settings_DS.lib","312","12"
"Results","Eye Diagram, TDR, etc","CST_Compatibilty_Settings_MWS","CST_Compatibilty_Settings_MWS.lib","lib","","","","Resulttree;Solver","=============","Results\Eye Diagram, TDR, etc\CST_Compatibilty_Settings_MWS.lib","D:\CST\Library\Macros\Results\Eye Diagram, TDR, etc\CST_Compatibilty_Settings_MWS.lib","156","8"
"Results","Eye Diagram, TDR, etc","Delete Eye Diagram Mask","Delete Eye Diagram Mask^+MWS+DS.mcr","mcr","+MWS+DS","DS;MWS","menu-visible","","#Language ""WWB-COM""","Results\Eye Diagram, TDR, etc\Delete Eye Diagram Mask^+MWS+DS.mcr","D:\CST\Library\Macros\Results\Eye Diagram, TDR, etc\Delete Eye Diagram Mask^+MWS+DS.mcr","629","18"
"Results","Eye Diagram, TDR, etc","Draw Eye Diagram Mask","Draw Eye Diagram Mask^+MWS+DS.mcr","mcr","+MWS+DS","DS;MWS","menu-visible","Boolean","#Language ""WWB-COM""","Results\Eye Diagram, TDR, etc\Draw Eye Diagram Mask^+MWS+DS.mcr","D:\CST\Library\Macros\Results\Eye Diagram, TDR, etc\Draw Eye Diagram Mask^+MWS+DS.mcr","6871","234"
"Results","Eye Diagram, TDR, etc","eyemask","eyemask.bmp","bmp","","","","","","Results\Eye Diagram, TDR, etc\eyemask.bmp","D:\CST\Library\Macros\Results\Eye Diagram, TDR, etc\eyemask.bmp","150534","35"
"Results","Eye Diagram, TDR, etc","PDA (Peak Distortion Analysis)","PDA (Peak Distortion Analysis)^+DS.mcr","mcr","+DS","DS","menu-visible","Boolean;Curve;Export;Port;Result1D;Result1DComplex;ResultTree;S-Parameter","#Language ""WWB-COM""","Results\Eye Diagram, TDR, etc\PDA (Peak Distortion Analysis)^+DS.mcr","D:\CST\Library\Macros\Results\Eye Diagram, TDR, etc\PDA (Peak Distortion Analysis)^+DS.mcr","41969","1202"
"Results","Eye Diagram, TDR, etc","TDR Cross Probing","TDR Cross Probing.ppt","ppt","","","","Material;Monitor","","Results\Eye Diagram, TDR, etc\TDR Cross Probing.ppt","D:\CST\Library\Macros\Results\Eye Diagram, TDR, etc\TDR Cross Probing.ppt","214528","371"
"Results","Eye Diagram, TDR, etc","TDR Cross Probing","TDR Cross Probing^+MWS.mcr","mcr","+MWS","MWS","menu-visible","Boolean;Component;Monitor;Pick;Resulttree;Solver;WCS;Wire","TDR Cross-Probing","Results\Eye Diagram, TDR, etc\TDR Cross Probing^+MWS.mcr","D:\CST\Library\Macros\Results\Eye Diagram, TDR, etc\TDR Cross Probing^+MWS.mcr","10872","352"
"Results","Eye Diagram, TDR, etc","Time gating for output signal","Time gating for output signal^+MWS.mcr","mcr","+MWS","MWS","menu-visible","Boolean;Component;Port;Result1D;Result1DComplex;Solver;S-Parameter","Time gating for output signal","Results\Eye Diagram, TDR, etc\Time gating for output signal^+MWS.mcr","D:\CST\Library\Macros\Results\Eye Diagram, TDR, etc\Time gating for output signal^+MWS.mcr","8425","248"
"Results","Eye Diagram, TDR, etc","Time gating for output signal_Example","Time gating for output signal_Example.ppt","ppt","","","","","","Results\Eye Diagram, TDR, etc\Time gating for output signal_Example.ppt","D:\CST\Library\Macros\Results\Eye Diagram, TDR, etc\Time gating for output signal_Example.ppt","103424","190"
