"category","subcategory","title","file_name","extension","suffix","applications","visibility","keywords","first_comment","relative_path","source_path","size_bytes","line_count"
"Results","Farfield","Generate 3D Radar Range Pattern","Generate 3D Radar Range Pattern^+MWS.mcr","mcr","+MWS","MWS","menu-visible","Boolean;Farfield;Monitor;Port;ResultTree","#include ""vba_globals_all.lib""","Results\Farfield\Generate 3D Radar Range Pattern^+MWS.mcr","D:\CST\Library\Macros\Results\Farfield\Generate 3D Radar Range Pattern^+MWS.mcr","7619","198"
"Results","Farfield","Set Farfield Origin from Anchor Point","Set Farfield Origin from Anchor Point^+MWS.mcr","mcr","+MWS","MWS","menu-visible","Boolean;Farfield;Port;Resulttree;WCS","#Language ""WWB-COM""","Results\Farfield\Set Farfield Origin from Anchor Point^+MWS.mcr","D:\CST\Library\Macros\Results\Farfield\Set Farfield Origin from Anchor Point^+MWS.mcr","5978","154"
"Results","Farfield","Show Total Isotropic Sensitivity (TIS)","Show Total Isotropic Sensitivity (TIS)^+MWS.mcr","mcr","+MWS","MWS","menu-visible","Boolean;Farfield;Monitor;Port;S-Parameter","Show Total Isotropic Sensitivity (TIS)","Results\Farfield\Show Total Isotropic Sensitivity (TIS)^+MWS.mcr","D:\CST\Library\Macros\Results\Farfield\Show Total Isotropic Sensitivity (TIS)^+MWS.mcr","5423","158"
"Results","Farfield","Show Total Radiated Power (TRP)","Show Total Radiated Power (TRP)^+MWS.mcr","mcr","+MWS","MWS","menu-visible","Boolean;Farfield;Monitor;Port","Show Total Radiated Power (TRP)","Results\Farfield\Show Total Radiated Power (TRP)^+MWS.mcr","D:\CST\Library\Macros\Results\Farfield\Show Total Radiated Power (TRP)^+MWS.mcr","4984","151"
"Results","Filter Analysis","Smith Chart - Phase Rotation","Smith Chart - Phase Rotation^+MWS.mcr","mcr","+MWS","MWS","menu-visible","Boolean;Curve;Port;Resulttree;S-Parameter","*Filter Analysis / Smith Chart - Phase Rotation","Results\Filter Analysis\Smith Chart - Phase Rotation^+MWS.mcr","D:\CST\Library\Macros\Results\Filter Analysis\Smith Chart - Phase Rotation^+MWS.mcr","16105","480"
"Results","Filter Analysis","Tchebychev-Factors","Tchebychev-Factors^+MWS.mcr","mcr","+MWS","MWS","menu-visible","Boolean;ResultTree","*Filter Analysis / Tchebychev-Factors","Results\Filter Analysis\Tchebychev-Factors^+MWS.mcr","D:\CST\Library\Macros\Results\Filter Analysis\Tchebychev-Factors^+MWS.mcr","11326","329"
"Results","Particles","Convert PIC2D Data to pit file","Convert PIC2D Data to pit file^+PS.mcr","mcr","+PS","PS","menu-visible","Export;Mesh;Monitor;Port;ResultTree","Convert PIC2D Data to .pit file","Results\Particles\Convert PIC2D Data to pit file^+PS.mcr","D:\CST\Library\Macros\Results\Particles\Convert PIC2D Data to pit file^+PS.mcr","3414","117"
"Results","Particles","Evaluate Statistics from PIC 2D Monitor","Evaluate Statistics from PIC 2D Monitor^+PS.mcr","mcr","+PS","PS","menu-visible","Boolean;Boundary;Component;Mesh;Monitor;Port;Result1D;Resulttree","Evaluate 2D PIC Monitor","Results\Particles\Evaluate Statistics from PIC 2D Monitor^+PS.mcr","D:\CST\Library\Macros\Results\Particles\Evaluate Statistics from PIC 2D Monitor^+PS.mcr","24672","554"
"Results","","Post-Processing Acceleration Settings","Post-Processing Acceleration Settings^-DS.mcr","mcr","-DS","DS","hidden/internal","","================================================================================================","Results\Post-Processing Acceleration Settings^-DS.mcr","D:\CST\Library\Macros\Results\Post-Processing Acceleration Settings^-DS.mcr","1331","36"
"Results","Statespace","ExtractStatespace","ExtractStatespace.txt","txt","","","","Boolean;Curve;Port;ResultTree;Solver","#Language ""WWB-COM""","Results\Statespace\ExtractStatespace.txt","D:\CST\Library\Macros\Results\Statespace\ExtractStatespace.txt","20313","471"
"Results","Tables","Apply Result Template to Parametric Data","Apply Result Template to Parametric Data^-DS.mcr","mcr","-DS","DS","hidden/internal","Boolean;Port;Result1D;ResultTree","#Language ""WWB-COM""","Results\Tables\Apply Result Template to Parametric Data^-DS.mcr","D:\CST\Library\Macros\Results\Tables\Apply Result Template to Parametric Data^-DS.mcr","11938","255"
"Results","Tables","Calculate Envelope from All RunIDs","Calculate Envelope from All RunIDs^-DS.mcr","mcr","-DS","DS","hidden/internal","Boolean;Curve;Port;Resulttree","==========================================================================","Results\Tables\Calculate Envelope from All RunIDs^-DS.mcr","D:\CST\Library\Macros\Results\Tables\Calculate Envelope from All RunIDs^-DS.mcr","5651","178"
"Results","Tables","Create 2D Colormap Plot from Parametric Data","Create 2D Colormap Plot from Parametric Data.mcr","mcr","","","","Boolean;Import;Port;Result1D;Result1DComplex;ResultTree","#include ""vba_globals_all.lib""","Results\Tables\Create 2D Colormap Plot from Parametric Data.mcr","D:\CST\Library\Macros\Results\Tables\Create 2D Colormap Plot from Parametric Data.mcr","26589","625"
"Results","Tables","Get Min Max Value of 0D Table","Get Min Max Value of 0D Table^-DS.mcr","mcr","-DS","DS","hidden/internal","","#include ""vba_globals_all.lib""","Results\Tables\Get Min Max Value of 0D Table^-DS.mcr","D:\CST\Library\Macros\Results\Tables\Get Min Max Value of 0D Table^-DS.mcr","3375","91"
"Results","Tables","Parametric xy Plot from 0D Tables","Parametric xy Plot from 0D Tables.mcr","mcr","","","","Port;Result1D;ResultTree","Parametric xy Plot","Results\Tables\Parametric xy Plot from 0D Tables.mcr","D:\CST\Library\Macros\Results\Tables\Parametric xy Plot from 0D Tables.mcr","4167","113"
"Solver","Abaqus","Import temperature distribution from Abaqus for T-solver","Import temperature distribution from Abaqus for T-solver^+MWS.mcr","mcr","+MWS","MWS","menu-visible","Boolean;Import;Mesh;Monitor;Port;Solver","#Language ""WWB-COM""","Solver\Abaqus\Import temperature distribution from Abaqus for T-solver^+MWS.mcr","D:\CST\Library\Macros\Solver\Abaqus\Import temperature distribution from Abaqus for T-solver^+MWS.mcr","22103","503"
"Solver","Abaqus","Transfer Model to Abaqus","Transfer Model to Abaqus^-DS.mcr","mcr","-DS","DS","hidden/internal","Boolean;Component;Export;Import;Material;Mesh;Pick;Port;Resulttree;Solid;Transform","#Language ""WWB-COM""","Solver\Abaqus\Transfer Model to Abaqus^-DS.mcr","D:\CST\Library\Macros\Solver\Abaqus\Transfer Model to Abaqus^-DS.mcr","33338","913"
"Solver","A-Solver","Activate Broad Band Sweep","Activate Broad Band Sweep^+MWS.mcr","mcr","+MWS","MWS","menu-visible","Solver","================================================================================================","Solver\A-Solver\Activate Broad Band Sweep^+MWS.mcr","D:\CST\Library\Macros\Solver\A-Solver\Activate Broad Band Sweep^+MWS.mcr","1555","37"
"Solver","A-Solver","Adaptation Check Intersection Order","Adaptation Check Intersection Order^+MWS.mcr","mcr","+MWS","MWS","menu-visible","Solver","==============================================================================","Solver\A-Solver\Adaptation Check Intersection Order^+MWS.mcr","D:\CST\Library\Macros\Solver\A-Solver\Adaptation Check Intersection Order^+MWS.mcr","1125","31"
"Solver","A-Solver","Check Source Inside Dielectric","Check Source Inside Dielectric^+MWS.mcr","mcr","+MWS","MWS","menu-visible","Solver","================================================================================================","Solver\A-Solver\Check Source Inside Dielectric^+MWS.mcr","D:\CST\Library\Macros\Solver\A-Solver\Check Source Inside Dielectric^+MWS.mcr","1170","28"
"Solver","A-Solver","GO Diffuse Scattering Settings","GO Diffuse Scattering Settings^+MWS.mcr","mcr","+MWS","MWS","menu-visible","Material;Mesh;Solver","#Language ""WWB-COM""","Solver\A-Solver\GO Diffuse Scattering Settings^+MWS.mcr","D:\CST\Library\Macros\Solver\A-Solver\GO Diffuse Scattering Settings^+MWS.mcr","8613","201"
"Solver","A-Solver","Mesh compatibility mode","Mesh compatibility mode^+MWS.mcr","mcr","+MWS","MWS","menu-visible","Mesh;Solver","================================================================================================","Solver\A-Solver\Mesh compatibility mode^+MWS.mcr","D:\CST\Library\Macros\Solver\A-Solver\Mesh compatibility mode^+MWS.mcr","1227","28"
"Solver","Electrostatic Solver","Matrix Data Storage","Matrix Data Storage^+EMS.mcr","mcr","+EMS","EMS","menu-visible","Mesh;Solver","move-mesh","Solver\Electrostatic Solver\Matrix Data Storage^+EMS.mcr","D:\CST\Library\Macros\Solver\Electrostatic Solver\Matrix Data Storage^+EMS.mcr","1586","41"
"Solver","E-Solver","Define Slow Wave userdefined Watch","Define Slow Wave userdefined Watch^+MWS.mcr","mcr","+MWS","MWS","menu-visible","Boundary;ParameterSweep;Solver","================================================================================================","Solver\E-Solver\Define Slow Wave userdefined Watch^+MWS.mcr","D:\CST\Library\Macros\Solver\E-Solver\Define Slow Wave userdefined Watch^+MWS.mcr","1196","23"
"Solver","E-Solver","Model","Model.pfc","pfc","","","","Boolean;Boundary;Curve;Mesh;ParameterSweep;Result1D;Solver","userdefined watch for parameter sweep","Solver\E-Solver\Model.pfc","D:\CST\Library\Macros\Solver\E-Solver\Model.pfc","11980","416"
"Solver","F-Solver","Change settings from Full Array to Unitcell","Change settings from Full Array to Unitcell^+MWS.mcr","mcr","+MWS","MWS","menu-visible","Boundary;Farfield;ParameterSweep;Port;Solver","================================================================================================","Solver\F-Solver\Change settings from Full Array to Unitcell^+MWS.mcr","D:\CST\Library\Macros\Solver\F-Solver\Change settings from Full Array to Unitcell^+MWS.mcr","4257","91"
"Solver","F-Solver","FD-TET - Reference Impedance Settings","FD-TET - Reference Impedance Settings^+MWS.mcs","mcs","+MWS","MWS","menu-visible","Boolean;Solver","FD-Impedance","Solver\F-Solver\FD-TET - Reference Impedance Settings^+MWS.mcs","D:\CST\Library\Macros\Solver\F-Solver\FD-TET - Reference Impedance Settings^+MWS.mcs","1171","25"
"Solver","F-Solver","FD-TET-ROM - Allow Sensitivities for Structure Parameters","FD-TET-ROM - Allow Sensitivities for Structure Parameters^+MWS.mcr","mcr","+MWS","MWS","menu-visible","Solver","#Language ""WWB-COM""","Solver\F-Solver\FD-TET-ROM - Allow Sensitivities for Structure Parameters^+MWS.mcr","D:\CST\Library\Macros\Solver\F-Solver\FD-TET-ROM - Allow Sensitivities for Structure Parameters^+MWS.mcr","2647","59"
"Solver","F-Solver","Partially Saturated Ferrites","Partially Saturated Ferrites^+MWS.mcr","mcr","+MWS","MWS","menu-visible","Boolean;Solver","================================================================================================","Solver\F-Solver\Partially Saturated Ferrites^+MWS.mcr","D:\CST\Library\Macros\Solver\F-Solver\Partially Saturated Ferrites^+MWS.mcr","1019","21"
"Solver","High Performance Computing","Check GPU Computing Setup","Check GPU Computing Setup^+MWS+PS.mcr","mcr","+MWS+PS","MWS;PS","menu-visible","Arc;Port","================================================================================================","Solver\High Performance Computing\Check GPU Computing Setup^+MWS+PS.mcr","D:\CST\Library\Macros\Solver\High Performance Computing\Check GPU Computing Setup^+MWS+PS.mcr","1932","58"
"Solver","High Performance Computing","Cluster Utilities","Cluster Utilities^WIN.mcr","mcr","WIN","WIN","","Port","#Language ""WWB-COM""","Solver\High Performance Computing\Cluster Utilities^WIN.mcr","D:\CST\Library\Macros\Solver\High Performance Computing\Cluster Utilities^WIN.mcr","1702","46"
"Solver","High Performance Computing","CST_Linux_Scheduler","CST_Linux_Scheduler.cls","cls","","","","Boolean;Optimizer;Port;Solver","#Reference {F935DC20-1CF0-11D0-ADB9-00C04FD58A0B}#1.0#0#C:\Windows\SysWOW64\wshom.ocx#Windows Script Host Object Model#IWshRuntimeLibrary","Solver\High Performance Computing\CST_Linux_Scheduler.cls","D:\CST\Library\Macros\Solver\High Performance Computing\CST_Linux_Scheduler.cls","20913","627"
"Solver","High Performance Computing","CST_Microsoft_HPC_Scheduler_2012","CST_Microsoft_HPC_Scheduler_2012.cls","cls","","","","Arc;Boolean;Port","#Reference {C45D10A1-54E8-420B-A052-719D47EC7C16}#2.0#0#C:\Program Files\Microsoft HPC Pack 2012\Bin\Microsoft.Hpc.Scheduler.tlb#Microsoft.Hpc.Scheduler#Microsoft_Hpc_Scheduler","Solver\High Performance Computing\CST_Microsoft_HPC_Scheduler_2012.cls","D:\CST\Library\Macros\Solver\High Performance Computing\CST_Microsoft_HPC_Scheduler_2012.cls","16610","483"
"Solver","High Performance Computing","CST_Microsoft_HPC_Scheduler_2016","CST_Microsoft_HPC_Scheduler_2016.cls","cls","","","","Arc;Boolean;Port","#Reference {C45D10A1-54E8-420B-A052-719D47EC7C16}#2.0#0#C:\Program Files\Microsoft HPC Pack 2016\Bin\Microsoft.Hpc.Scheduler.tlb#Microsoft.Hpc.Scheduler#Microsoft_Hpc_Scheduler","Solver\High Performance Computing\CST_Microsoft_HPC_Scheduler_2016.cls","D:\CST\Library\Macros\Solver\High Performance Computing\CST_Microsoft_HPC_Scheduler_2016.cls","16610","483"
"Solver","High Performance Computing","CST_Microsoft_HPC_Scheduler_2019","CST_Microsoft_HPC_Scheduler_2019.cls","cls","","","","Arc;Boolean;Port","#Reference {C45D10A1-54E8-420B-A052-719D47EC7C16}#2.0#0#C:\Program Files\Microsoft HPC Pack 2019\Bin\Microsoft.Hpc.Scheduler.tlb#Microsoft.Hpc.Scheduler#Microsoft_Hpc_Scheduler","Solver\High Performance Computing\CST_Microsoft_HPC_Scheduler_2019.cls","D:\CST\Library\Macros\Solver\High Performance Computing\CST_Microsoft_HPC_Scheduler_2019.cls","16610","483"
"Solver","High Performance Computing","CSTClusterConf","CSTClusterConf.cls","cls","","","","Boolean;Optimizer;Port;Solver","","Solver\High Performance Computing\CSTClusterConf.cls","D:\CST\Library\Macros\Solver\High Performance Computing\CSTClusterConf.cls","41207","1131"
"Solver","High Performance Computing","README","README","","","","","","","Solver\High Performance Computing\README","D:\CST\Library\Macros\Solver\High Performance Computing\README","392","10"
"Solver","","HSPICE Settings","HSPICE Settings^+DS.mcr","mcr","+DS","DS","menu-visible","","--------------------------------------------------------------------------------------------------------","Solver\HSPICE Settings^+DS.mcr","D:\CST\Library\Macros\Solver\HSPICE Settings^+DS.mcr","1581","42"
"Solver","I-Solver","Calculate scattered fields","Calculate scattered fields^+MWS.mcr","mcr","+MWS","MWS","menu-visible","Boolean;Farfield;Solver","================================================================================================","Solver\I-Solver\Calculate scattered fields^+MWS.mcr","D:\CST\Library\Macros\Solver\I-Solver\Calculate scattered fields^+MWS.mcr","4241","131"
"Solver","I-Solver","CMA Material Adjustment","CMA Material Adjustment^+MWS.mcr","mcr","+MWS","MWS","menu-visible","Boolean;Component;Material;Solid","#include ""vba_globals_all.lib""","Solver\I-Solver\CMA Material Adjustment^+MWS.mcr","D:\CST\Library\Macros\Solver\I-Solver\CMA Material Adjustment^+MWS.mcr","3795","109"
"Solver","I-Solver","Mode Post-Processing for CMA","Mode Post-Processing for CMA^+MWS.mcr","mcr","+MWS","MWS","menu-visible","Boolean;Component;Resulttree;Solver","#Language ""WWB-COM""","Solver\I-Solver\Mode Post-Processing for CMA^+MWS.mcr","D:\CST\Library\Macros\Solver\I-Solver\Mode Post-Processing for CMA^+MWS.mcr","37885","814"
"Solver","I-Solver","Set Monitor Sampling I-Solver","Set Monitor Sampling I-Solver^+MWS.mcr","mcr","+MWS","MWS","menu-visible","Boolean;Monitor;Solver","================================================================================================","Solver\I-Solver\Set Monitor Sampling I-Solver^+MWS.mcr","D:\CST\Library\Macros\Solver\I-Solver\Set Monitor Sampling I-Solver^+MWS.mcr","8541","241"
"Solver","I-Solver","Support geometric symmetries","Support geometric symmetries^+MWS.mcr","mcr","+MWS","MWS","menu-visible","Boolean;Port;Solver","================================================================================================","Solver\I-Solver\Support geometric symmetries^+MWS.mcr","D:\CST\Library\Macros\Solver\I-Solver\Support geometric symmetries^+MWS.mcr","2099","60"
"Solver","","LTSPICE Settings","LTSPICE Settings^+DS.mcr","mcr","+DS","DS","menu-visible","","--------------------------------------------------------------------------------------------------------","Solver\LTSPICE Settings^+DS.mcr","D:\CST\Library\Macros\Solver\LTSPICE Settings^+DS.mcr","2847","68"
"Solver","","Manage Tasks","Manage Tasks^+DS.mcr","mcr","+DS","DS","menu-visible","Boolean;Port","#Language ""WWB-COM""","Solver\Manage Tasks^+DS.mcr","D:\CST\Library\Macros\Solver\Manage Tasks^+DS.mcr","11207","272"
"Solver","Mesh","Add Sheets for Skindepth Meshing","Add Sheets for Skindepth Meshing^-DS.mcs","mcs","-DS","DS","hidden/internal","Boolean;Component;Material;Mesh;Pick;Port;ResultTree;Solid;Solver;Transform","Solver / Mesh / Add Sheets for Skindepth Meshing","Solver\Mesh\Add Sheets for Skindepth Meshing^-DS.mcs","D:\CST\Library\Macros\Solver\Mesh\Add Sheets for Skindepth Meshing^-DS.mcs","12592","319"
"Solver","Mesh","Apply Mesh Refinement To Dummy Object","Apply Mesh Refinement To Dummy Object^-DS.mcr","mcr","-DS","DS","hidden/internal","Boolean;Component;Material;Mesh;Solid;Transform","#Language ""WWB-COM""","Solver\Mesh\Apply Mesh Refinement To Dummy Object^-DS.mcr","D:\CST\Library\Macros\Solver\Mesh\Apply Mesh Refinement To Dummy Object^-DS.mcr","10500","194"
"Solver","Mesh","Create Material-independent Mesh Group","Create Material-independent Mesh Group^-DS.mcr","mcr","-DS","DS","hidden/internal","Material;Mesh;Solid","================================================================================================","Solver\Mesh\Create Material-independent Mesh Group^-DS.mcr","D:\CST\Library\Macros\Solver\Mesh\Create Material-independent Mesh Group^-DS.mcr","1257","30"
"Solver","Mesh","Hex Mesh - Copy Mesh Settings from FIT to TLM","Hex Mesh - Copy Mesh Settings from FIT to TLM^-DS.mcr","mcr","-DS","DS","hidden/internal","Mesh","#Language ""WWB-COM""","Solver\Mesh\Hex Mesh - Copy Mesh Settings from FIT to TLM^-DS.mcr","D:\CST\Library\Macros\Solver\Mesh\Hex Mesh - Copy Mesh Settings from FIT to TLM^-DS.mcr","1200","27"
"Solver","Mesh","Hex Mesh - Copy Mesh Settings from TLM to FIT","Hex Mesh - Copy Mesh Settings from TLM to FIT^-DS.mcr","mcr","-DS","DS","hidden/internal","Mesh","#Language ""WWB-COM""","Solver\Mesh\Hex Mesh - Copy Mesh Settings from TLM to FIT^-DS.mcr","D:\CST\Library\Macros\Solver\Mesh\Hex Mesh - Copy Mesh Settings from TLM to FIT^-DS.mcr","1190","27"
"Solver","Mesh","Hex Mesh - Extend local refinement range","Hex Mesh - Extend local refinement range^-DS.mcr","mcr","-DS","DS","hidden/internal","Boolean;Component;Mesh;Port","-------------------------------------------------------------------------------------------------------","Solver\Mesh\Hex Mesh - Extend local refinement range^-DS.mcr","D:\CST\Library\Macros\Solver\Mesh\Hex Mesh - Extend local refinement range^-DS.mcr","3894","115"
"Solver","Mesh","Hex Mesh - Prepare Postprocessing Loss from E field","Hex Mesh - Prepare Postprocessing Loss from E field^+MWS.mcr","mcr","+MWS","MWS","menu-visible","Mesh;Monitor","Hex Mesh - Prepare Loss from E","Solver\Mesh\Hex Mesh - Prepare Postprocessing Loss from E field^+MWS.mcr","D:\CST\Library\Macros\Solver\Mesh\Hex Mesh - Prepare Postprocessing Loss from E field^+MWS.mcr","1923","44"
"Solver","Mesh","Hex Mesh - Refinement between Snapped Meshlines","Hex Mesh - Refinement between Snapped Meshlines^-DS .mcr","mcr","-DS ","DS","hidden/internal","Boolean;Mesh;Port","Refinement medhod for cell size between snapping planes","Solver\Mesh\Hex Mesh - Refinement between Snapped Meshlines^-DS .mcr","D:\CST\Library\Macros\Solver\Mesh\Hex Mesh - Refinement between Snapped Meshlines^-DS .mcr","4157","108"
"Solver","Mesh","Hex Mesh - Snapping of complex Bodies","Hex Mesh - Snapping of complex Bodies^-DS.mcr","mcr","-DS","DS","hidden/internal","Boolean;Mesh;Port","Limit Snapping for Bodies with many Faces","Solver\Mesh\Hex Mesh - Snapping of complex Bodies^-DS.mcr","D:\CST\Library\Macros\Solver\Mesh\Hex Mesh - Snapping of complex Bodies^-DS.mcr","4042","102"
"Solver","Mesh","Hex Mesh - View Logfile","Hex Mesh - View Logfile^-DS.mcr","mcr","-DS","DS","hidden/internal","","Show PBA-FPBA-log-file","Solver\Mesh\Hex Mesh - View Logfile^-DS.mcr","D:\CST\Library\Macros\Solver\Mesh\Hex Mesh - View Logfile^-DS.mcr","141","6"
"Solver","Mesh","Mesh Settings - Reset Settings to Current Defaults","Mesh Settings - Reset Settings to Current Defaults^-DS.mcr","mcr","-DS","DS","hidden/internal","Mesh","#Language ""WWB-COM""","Solver\Mesh\Mesh Settings - Reset Settings to Current Defaults^-DS.mcr","D:\CST\Library\Macros\Solver\Mesh\Mesh Settings - Reset Settings to Current Defaults^-DS.mcr","1154","27"
"Solver","Mesh","Surface Meshing - Align Thin Panel for Imported Mesh","Surface Meshing - Align Thin Panel for Imported Mesh^+MWS.mcr","mcr","+MWS","MWS","menu-visible","Boolean;Import;Material;Mesh;Port;WCS","Thin Panel alignment for imported mesh","Solver\Mesh\Surface Meshing - Align Thin Panel for Imported Mesh^+MWS.mcr","D:\CST\Library\Macros\Solver\Mesh\Surface Meshing - Align Thin Panel for Imported Mesh^+MWS.mcr","10957","315"
"Solver","Mesh","Surface Meshing - Enable accurate Wire meshing","Surface Meshing - Enable accurate Wire meshing^+MWS.mcr","mcr","+MWS","MWS","menu-visible","Boolean;Mesh;Wire","Wire meshing","Solver\Mesh\Surface Meshing - Enable accurate Wire meshing^+MWS.mcr","D:\CST\Library\Macros\Solver\Mesh\Surface Meshing - Enable accurate Wire meshing^+MWS.mcr","1894","65"
"Solver","Mesh","TET and Surface Meshing - Define Material Priority","TET and Surface Meshing - Define Material Priority^-DS.mcr","mcr","-DS","DS","hidden/internal","Boolean;Material;Mesh;Solver","------------------------------------------------------------------------------","Solver\Mesh\TET and Surface Meshing - Define Material Priority^-DS.mcr","D:\CST\Library\Macros\Solver\Mesh\TET and Surface Meshing - Define Material Priority^-DS.mcr","6462","133"
"Solver","Mesh","TET and Surface Meshing - Plot Mesh Quality","TET and Surface Meshing - Plot Mesh Quality^-DS.mcr","mcr","-DS","DS","hidden/internal","Mesh","#Language ""WWB-COM""","Solver\Mesh\TET and Surface Meshing - Plot Mesh Quality^-DS.mcr","D:\CST\Library\Macros\Solver\Mesh\TET and Surface Meshing - Plot Mesh Quality^-DS.mcr","1454","48"
"Solver","Mesh","TET Meshing - Robust Volume Meshing","TET Meshing - Robust Volume Meshing^-DS.mcr","mcr","-DS","DS","hidden/internal","Mesh","Resilient Meshing","Solver\Mesh\TET Meshing - Robust Volume Meshing^-DS.mcr","D:\CST\Library\Macros\Solver\Mesh\TET Meshing - Robust Volume Meshing^-DS.mcr","1467","39"
"Solver","Monitors and Probes","Broadband Field Monitors","Broadband Field Monitors^+MWS+PS.mcr","mcr","+MWS+PS","MWS;PS","menu-visible","Boolean;Farfield;Monitor;Solver;StoreParameter","#include ""vba_globals_all.lib""","Solver\Monitors and Probes\Broadband Field Monitors^+MWS+PS.mcr","D:\CST\Library\Macros\Solver\Monitors and Probes\Broadband Field Monitors^+MWS+PS.mcr","17274","484"
"Solver","Monitors and Probes","Create 0D monitors along curve element","Create 0D monitors along curve element^+EMS.mcr","mcr","+EMS","EMS","menu-visible","Boolean;Component;Curve;Export;Material;Monitor;Pick;Port;Resulttree;Solver;WCS","#Language ""WWB-COM""","Solver\Monitors and Probes\Create 0D monitors along curve element^+EMS.mcr","D:\CST\Library\Macros\Solver\Monitors and Probes\Create 0D monitors along curve element^+EMS.mcr","42245","868"
"Solver","Monitors and Probes","Create 0D monitors from picked points","Create 0D monitors from picked points^+EMS.mcr","mcr","+EMS","EMS","menu-visible","Boolean;Component;Material;Monitor;Pick;ResultTree;Solver","#Language ""WWB-COM""","Solver\Monitors and Probes\Create 0D monitors from picked points^+EMS.mcr","D:\CST\Library\Macros\Solver\Monitors and Probes\Create 0D monitors from picked points^+EMS.mcr","28098","586"
"Solver","Monitors and Probes","Create 0D monitors","Create 0D monitors^+MPS.mcr","mcr","+MPS","MPS","menu-visible","","#Language ""WWB-COM""","Solver\Monitors and Probes\Create 0D monitors^+MPS.mcr","D:\CST\Library\Macros\Solver\Monitors and Probes\Create 0D monitors^+MPS.mcr","190","8"
"Solver","Monitors and Probes","Define Current Monitors around Vias","Define Current Monitors around Vias^+MWS.mcr","mcr","+MWS","MWS","menu-visible","Curve;Material;Monitor;Solid;WCS","#Language ""WWB-COM""","Solver\Monitors and Probes\Define Current Monitors around Vias^+MWS.mcr","D:\CST\Library\Macros\Solver\Monitors and Probes\Define Current Monitors around Vias^+MWS.mcr","5335","152"
"Solver","Monitors and Probes","Define Probes from ASCII-file","Define Probes from ASCII-file^+MWS.mcs","mcs","+MWS","MWS","menu-visible","Port;Solver","Solver \ Define Probes from ASCII file","Solver\Monitors and Probes\Define Probes from ASCII-file^+MWS.mcs","D:\CST\Library\Macros\Solver\Monitors and Probes\Define Probes from ASCII-file^+MWS.mcs","4864","156"
"Solver","Monitors and Probes","Farfield Monitors - Activate fast Combine Results","Farfield Monitors - Activate fast Combine Results^+MWS.mcr","mcr","+MWS","MWS","menu-visible","Boolean;Component;Farfield;Monitor;Port;Solver","#Language ""WWB-COM""","Solver\Monitors and Probes\Farfield Monitors - Activate fast Combine Results^+MWS.mcr","D:\CST\Library\Macros\Solver\Monitors and Probes\Farfield Monitors - Activate fast Combine Results^+MWS.mcr","2999","75"
"Solver","Monitors and Probes","Hex Mesh - Prepare Postprocessing Loss from E field","Hex Mesh - Prepare Postprocessing Loss from E field^+MWS.mcr","mcr","+MWS","MWS","menu-visible","Mesh;Monitor","Hex Mesh - Prepare Loss from E","Solver\Monitors and Probes\Hex Mesh - Prepare Postprocessing Loss from E field^+MWS.mcr","D:\CST\Library\Macros\Solver\Monitors and Probes\Hex Mesh - Prepare Postprocessing Loss from E field^+MWS.mcr","1923","44"
"Solver","M-Solver","Additional Accuracy Settings for M-Solver","Additional Accuracy Settings for M-Solver^+MWS.mcr","mcr","+MWS","MWS","menu-visible","Boolean;Solver","================================================================================================","Solver\M-Solver\Additional Accuracy Settings for M-Solver^+MWS.mcr","D:\CST\Library\Macros\Solver\M-Solver\Additional Accuracy Settings for M-Solver^+MWS.mcr","2350","71"
"Solver","Optimization","DOE (Design of Experiments)","DOE (Design of Experiments)^-DS.mcr","mcr","-DS","DS","hidden/internal","Boolean;Optimizer;ParameterSweep;Pick;Port;Result1D;ResultTree","#Language ""WWB-COM""","Solver\Optimization\DOE (Design of Experiments)^-DS.mcr","D:\CST\Library\Macros\Solver\Optimization\DOE (Design of Experiments)^-DS.mcr","31012","1019"
"Solver","Optimization","Non-Parametric Optimizer Settings","Non-Parametric Optimizer Settings^+MWS+EMS.mcr","mcr","+MWS+EMS","EMS;MWS","menu-visible","Material;Optimizer;Solver","#Language ""WWB-COM""","Solver\Optimization\Non-Parametric Optimizer Settings^+MWS+EMS.mcr","D:\CST\Library\Macros\Solver\Optimization\Non-Parametric Optimizer Settings^+MWS+EMS.mcr","2093","88"
"Solver","Oversized Cavity Theory","Generate OCT Tree Entries","Generate OCT Tree Entries^+MWS.mcr","mcr","+MWS","MWS","menu-visible","Component;Port;Solver","#Language ""WWB-COM""","Solver\Oversized Cavity Theory\Generate OCT Tree Entries^+MWS.mcr","D:\CST\Library\Macros\Solver\Oversized Cavity Theory\Generate OCT Tree Entries^+MWS.mcr","4038","97"
"Solver","Oversized Cavity Theory","Run OCT Solver","Run OCT Solver^+MWS.mcr","mcr","+MWS","MWS","menu-visible","","","Solver\Oversized Cavity Theory\Run OCT Solver^+MWS.mcr","D:\CST\Library\Macros\Solver\Oversized Cavity Theory\Run OCT Solver^+MWS.mcr","442450","4876"
"Solver","Ports","Allow overlapping waveguide ports","Allow overlapping waveguide ports.bmp","bmp","","","","","","Solver\Ports\Allow overlapping waveguide ports.bmp","D:\CST\Library\Macros\Solver\Ports\Allow overlapping waveguide ports.bmp","138726","1"
